[2025-04-20 16:29:38] [::1] [User: 3] RTK API account creation failed | Context: {"registration_id":71,"api_error":"JSON parse error: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token; nested exception is com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token\n at [Source: (PushbackInputStream); line: 1, column: 66] (through reference chain: cn.huace.cgbas.broadcast.dto.form.BroadcastUserForm[\"customerCompany\"])","api_response":{"code":"Internal Server Error","msg":"JSON parse error: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token; nested exception is com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token\n at [Source: (PushbackInputStream); line: 1, column: 66] (through reference chain: cn.huace.cgbas.broadcast.dto.form.BroadcastUserForm[\"customerCompany\"])","data":null},"request_data":{"name":"VnNguyn","userPwd":"******","startTime":1745166576000,"endTime":1745771376000,"enabled":1,"numOnline":1,"customerName":"Đỗ Văn Nguyên","customerPhone":"0981190561","customerBizType":1}}
[2025-04-20 16:29:38] [::1] [User: 3] General error during trial activation | Context: {"registration_id":71,"error":"Không thể tạo tài khoản RTK: JSON parse error: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token; nested exception is com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot deserialize instance of `java.lang.String` out of START_ARRAY token\n at [Source: (PushbackInputStream); line: 1, column: 66] (through reference chain: cn.huace.cgbas.broadcast.dto.form.BroadcastUserForm[\"customerCompany\"])","trace":"#0 {main}"}
[2025-04-20 16:31:08] [::1] [User: 3] Trial activation successful | Context: {"registration_id":72,"account_id":"RTK_72_1745166668","username":"VnNguyn"}
[2025-04-20 16:33:12] [::1] [User: 3] Trial activation successful | Context: {"registration_id":73,"account_id":"RTK_73_1745166792","username":"VnNguyn1"}
[2025-04-20 16:33:37] [::1] [User: 3] Trial activation successful | Context: {"registration_id":74,"account_id":"RTK_74_1745166817","username":"VnNguyn2"}
[2025-04-20 16:39:19] [::1] [User: 3] Trial activation successful | Context: {"registration_id":75,"account_id":"RTK_75_1745167159","username":"VnNguyn3"}
[2025-04-21 06:59:35] [::1] [User: 10] Trial activation successful | Context: {"registration_id":81,"account_id":"RTK_81_1745218775","username":"nagmailcom"}
[2025-04-21 07:04:07] [::1] [User: 11] Trial activation successful | Context: {"registration_id":82,"account_id":"RTK_82_1745219047","username":"new2gmailcom"}
[2025-04-21 08:02:59] [::1] [User: 12] Trial activation successful | Context: {"registration_id":83,"account_id":"RTK_83_1745222579","username":"new5gmailcom"}
[2025-04-21 08:43:57] [::1] [User: 13] Trial activation successful | Context: {"registration_id":84,"account_id":"RTK_84_1745225037","username":"Zia"}
[2025-04-21 14:57:46] [::1] [User: 14] Trial activation successful | Context: {"registration_id":87,"account_id":"RTK_87_1745247466","username":"new7gmailcom"}
[2025-04-22 09:39:46] [::1] [User: 15] Trial activation successful | Context: {"registration_id":90,"account_id":"RTK_90_1745314786","username":"Duy"}
[2025-04-22 09:47:56] [::1] [User: 16] RTK API account creation failed | Context: {"registration_id":91,"api_error":"Missing required field: locationId","api_response":null,"request_data":{"name":"cgmailcom","userPwd":"******","startTime":1745315275000,"endTime":1745920075000,"enabled":1,"numOnline":1,"customerName":"c@gmail.com","customerPhone":"0981190544","customerBizType":1,"customerCompany":"","casterIds":[],"regionIds":[],"mountIds":[]}}
[2025-04-22 09:47:56] [::1] [User: 16] General error during trial activation | Context: {"registration_id":91,"error":"Không thể tạo tài khoản RTK: Missing required field: locationId","trace":"#0 {main}"}
[2025-04-22 09:47:58] [::1] [User: 16] RTK API account creation failed | Context: {"registration_id":91,"api_error":"Missing required field: locationId","api_response":null,"request_data":{"name":"cgmailcom","userPwd":"******","startTime":1745315275000,"endTime":1745920075000,"enabled":1,"numOnline":1,"customerName":"c@gmail.com","customerPhone":"0981190544","customerBizType":1,"customerCompany":"","casterIds":[],"regionIds":[],"mountIds":[]}}
[2025-04-22 09:47:58] [::1] [User: 16] General error during trial activation | Context: {"registration_id":91,"error":"Không thể tạo tài khoản RTK: Missing required field: locationId","trace":"#0 {main}"}
[2025-04-22 09:47:58] [::1] [User: 16] RTK API account creation failed | Context: {"registration_id":91,"api_error":"Missing required field: locationId","api_response":null,"request_data":{"name":"cgmailcom","userPwd":"******","startTime":1745315275000,"endTime":1745920075000,"enabled":1,"numOnline":1,"customerName":"c@gmail.com","customerPhone":"0981190544","customerBizType":1,"customerCompany":"","casterIds":[],"regionIds":[],"mountIds":[]}}
[2025-04-22 09:47:58] [::1] [User: 16] General error during trial activation | Context: {"registration_id":91,"error":"Không thể tạo tài khoản RTK: Missing required field: locationId","trace":"#0 {main}"}
[2025-04-22 09:51:52] [::1] [User: 17] RTK API account creation failed | Context: {"registration_id":92,"api_error":"No mount points found for location ID: 15","api_response":null,"request_data":{"name":"aacccgmailcom","userPwd":"******","startTime":1745315511000,"endTime":1745920311000,"locationId":15,"enabled":1,"numOnline":1,"customerName":"aaccc@gmail.com","customerPhone":"0981190533","customerBizType":1,"customerCompany":"","casterIds":[],"regionIds":[],"mountIds":[]}}
[2025-04-22 09:51:52] [::1] [User: 17] General error during trial activation | Context: {"registration_id":92,"error":"Không thể tạo tài khoản RTK: No mount points found for location ID: 15","trace":"#0 {main}"}
[2025-04-22 09:51:53] [::1] [User: 17] RTK API account creation failed | Context: {"registration_id":92,"api_error":"No mount points found for location ID: 15","api_response":null,"request_data":{"name":"aacccgmailcom","userPwd":"******","startTime":1745315511000,"endTime":1745920311000,"locationId":15,"enabled":1,"numOnline":1,"customerName":"aaccc@gmail.com","customerPhone":"0981190533","customerBizType":1,"customerCompany":"","casterIds":[],"regionIds":[],"mountIds":[]}}
[2025-04-22 09:51:53] [::1] [User: 17] General error during trial activation | Context: {"registration_id":92,"error":"Không thể tạo tài khoản RTK: No mount points found for location ID: 15","trace":"#0 {main}"}
[2025-04-22 09:51:53] [::1] [User: 17] RTK API account creation failed | Context: {"registration_id":92,"api_error":"No mount points found for location ID: 15","api_response":null,"request_data":{"name":"aacccgmailcom","userPwd":"******","startTime":1745315511000,"endTime":1745920311000,"locationId":15,"enabled":1,"numOnline":1,"customerName":"aaccc@gmail.com","customerPhone":"0981190533","customerBizType":1,"customerCompany":"","casterIds":[],"regionIds":[],"mountIds":[]}}
